run,step,loss,mean_reward,mean_format_reward,mean_accuracy_reward,mean_length_penalty,outlier_clip_fraction,mean_kl,extraction_failure_rate,zero_variance_fraction,mean_completion_length,std_completion_length,peak_vram_mb
run_a_noclip,41,0.234375,1.34375,1.0,0.84375,0.0,0.0,0.0,0.0,0.25,128.59375,33.92768096923828,13177.95849609375
run_a_noclip,42,-3.4013671875,0.828125,0.90625,0.46875,-0.09375,0.0,0.0,0.09375,0.25,103.125,59.401180267333984,13177.95849609375
run_a_noclip,43,1.765625,0.875,1.0,0.375,0.0,0.0,0.0,0.0,0.25,115.53125,33.08053207397461,13177.95849609375
run_a_noclip,44,-21.8480224609375,0.58642578125,0.9375,0.15625,-0.03857421875,0.0,0.0,0.0625,0.25,128.28125,43.792938232421875,13180.23828125
run_a_noclip,45,-2.7890625,0.625,1.0,0.125,0.0,0.0,0.0,0.0,0.75,91.90625,28.281259536743164,13180.23828125
run_a_noclip,46,0.7734375,1.15625,1.0,0.65625,0.0,0.0,0.0,0.0,0.5,92.75,9.751757621765137,13180.23828125
run_a_noclip,47,-1.37890625,1.1875,1.0,0.6875,0.0,0.0,0.0,0.0,0.0,95.53125,21.609413146972656,13180.23828125
run_a_noclip,48,-0.86328125,0.875,1.0,0.375,0.0,0.0,0.0,0.0,0.0,100.125,27.7880802154541,13180.23828125
run_a_noclip,49,-1.6328125,0.625,1.0,0.125,0.0,0.0,0.0,0.0,0.75,94.71875,30.231616973876953,13180.23828125
run_a_noclip,50,-2.9530029296875,0.63623046875,1.0,0.15625,-0.02001953125,0.0,0.0,0.0,0.5,116.1875,53.740379333496094,13180.23828125
run_a_noclip,51,11.1962890625,0.7421875,1.0,0.25,-0.0078125,0.0,0.0,0.0,0.25,92.5,43.785400390625,13180.23828125
run_a_noclip,52,-6.375,0.828125,0.96875,0.375,-0.03125,0.0,0.0,0.03125,0.5,116.625,34.58113479614258,13180.23828125
run_a_noclip,53,-0.18359375,0.875,1.0,0.375,0.0,0.0,0.0,0.0,0.0,110.75,37.711124420166016,13180.23828125
run_a_noclip,54,-4.80078125,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,110.6875,20.150142669677734,13180.23828125
run_a_noclip,55,-7.064453125,0.8125,1.0,0.3125,0.0,0.0,0.0,0.0,0.25,112.8125,36.77958679199219,13180.23828125
run_a_noclip,56,-13.7100830078125,0.5087890625,0.96875,0.0625,-0.0380859375,0.0,0.0,0.03125,0.5,115.5,44.52762985229492,13180.23828125
run_a_noclip,57,-1.818359375,0.8125,1.0,0.3125,0.0,0.0,0.0,0.0,0.5,104.71875,31.189571380615234,13180.23828125
run_a_noclip,58,-3.5966796875,1.21875,1.0,0.71875,0.0,0.0,0.0,0.0,0.25,75.75,18.561145782470703,13180.23828125
run_a_noclip,59,-7.6171875,0.96875,1.0,0.46875,0.0,0.0,0.0,0.0,0.25,91.75,22.990880966186523,13180.23828125
run_a_noclip,60,2.78216552734375,0.91259765625,1.0,0.4375,-0.02490234375,0.0,0.0,0.0,0.25,106.15625,51.14944076538086,13180.23828125
run_a_noclip,61,0.6168212890625,0.7763671875,1.0,0.28125,-0.0048828125,0.0,0.0,0.0,0.25,108.5,39.324127197265625,13180.23828125
run_a_noclip,62,-10.287109375,1.09375,1.0,0.59375,0.0,0.0,0.0,0.0,0.25,87.75,21.74040412902832,13180.23828125
run_a_noclip,63,-0.916015625,0.890625,0.90625,0.4375,0.0,0.0,0.0,0.09375,0.25,95.46875,25.147287368774414,13180.23828125
run_a_noclip,64,-0.833984375,1.203125,0.96875,0.71875,0.0,0.0,0.0,0.03125,0.25,78.34375,19.202838897705078,13180.23828125
run_a_noclip,65,9.8720703125,0.8681640625,1.0,0.375,-0.0068359375,0.0,0.0,0.0,0.25,119.6875,26.128019332885742,13180.23828125
run_a_noclip,66,-10.224609375,0.953125,0.96875,0.5,-0.03125,0.0,0.0,0.03125,0.25,102.21875,36.759666442871094,13180.23828125
run_a_noclip,67,8.96875,1.03125,1.0,0.53125,0.0,0.0,0.0,0.0,0.5,113.09375,37.04083251953125,13180.23828125
run_a_noclip,68,-2.2109375,0.6875,1.0,0.1875,0.0,0.0,0.0,0.0,0.5,98.1875,25.767492294311523,13180.23828125
run_a_noclip,69,1.7265625,0.6875,1.0,0.1875,0.0,0.0,0.0,0.0,0.5,100.4375,22.514421463012695,13180.23828125
run_a_noclip,70,6.748046875,1.1875,1.0,0.6875,0.0,0.0,0.0,0.0,0.5,98.71875,24.177080154418945,13180.23828125
run_a_noclip,71,-2.53125,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,103.375,36.95922088623047,13180.23828125
run_a_noclip,72,-9.89453125,0.65625,1.0,0.1875,-0.03125,0.0,0.0,0.0,0.25,140.21875,38.13958740234375,13180.23828125
run_a_noclip,73,-3.921875,0.78125,1.0,0.28125,0.0,0.0,0.0,0.0,0.25,124.9375,26.171810150146484,13180.23828125
run_a_noclip,74,-2.904296875,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,112.75,30.721433639526367,13180.23828125
run_a_noclip,75,-11.00048828125,0.75146484375,0.96875,0.28125,-0.01416015625,0.0,0.0,0.03125,0.0,106.78125,31.463993072509766,13180.23828125
run_b,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,232.03125,36.88209915161133,13314.6708984375
run_b,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,233.40625,26.47075080871582,13535.1083984375
run_b,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,221.03125,38.72190856933594,13535.1083984375
run_b,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,210.0625,52.332027435302734,13535.1083984375
run_b,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,222.0625,49.90890884399414,13535.1083984375
run_b,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,224.125,42.934120178222656,13535.1083984375
run_b,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,190.625,51.7617073059082,13535.1083984375
run_b,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,239.3125,39.699222564697266,13535.1083984375
run_b,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,217.53125,45.606300354003906,13535.1083984375
run_b,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,223.21875,43.85660934448242,13535.1083984375
run_b,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,245.21875,21.268991470336914,13535.1083984375
run_b,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,238.21875,32.76872634887695,13535.1083984375
run_b,13,-0.1201171875,0.09375,0.0625,0.0625,0.0,0.0,0.0,0.9375,0.75,233.65625,34.09815979003906,13535.1083984375
run_b,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,222.0,51.39348602294922,13535.1083984375
run_b,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,243.96875,31.116310119628906,13535.1083984375
run_b,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,235.21875,35.85610580444336,13535.1083984375
run_b,17,-1.177734375,0.046875,0.03125,0.03125,0.0,0.0,0.0,0.96875,0.75,236.90625,35.53948974609375,13535.1083984375
run_b,18,-0.2900390625,0.046875,0.03125,0.03125,0.0,0.0,0.0,0.96875,0.75,199.65625,48.94408416748047,13535.1083984375
run_b,19,-0.29638671875,0.0625,0.0625,0.03125,0.0,0.0,0.0,0.9375,0.5,204.71875,57.2516975402832,13535.1083984375
run_b,20,-1.716796875,0.140625,0.09375,0.09375,0.0,0.0,0.0,0.90625,0.75,226.5,43.623756408691406,13535.1083984375
run_b,21,-5.080078125,0.09375,0.0625,0.0625,0.0,0.0,0.0,0.9375,0.5,222.65625,51.4271240234375,13535.1083984375
run_b,22,-6.4814453125,0.390625,0.28125,0.25,0.0,0.0,0.0,0.71875,0.0,203.3125,68.28235626220703,13535.1083984375
run_b,23,-5.0810546875,0.40625,0.3125,0.25,0.0,0.0,0.0,0.6875,0.25,219.09375,48.42577362060547,13535.1083984375
run_b,24,-6.697265625,0.578125,0.71875,0.21875,0.0,0.0,0.0,0.28125,0.0,189.28125,49.78160858154297,13535.1083984375
run_b,25,0.1494140625,0.53125,0.375,0.34375,0.0,0.0,0.0,0.625,0.5,187.5625,71.30440521240234,13535.1083984375
run_b,26,-5.865966796875,1.15625,0.9375,0.6875,0.0,0.0,0.0,0.0625,0.0,140.3125,45.71965026855469,13535.1083984375
run_b,27,-1.8779296875,0.765625,0.96875,0.28125,0.0,0.0,0.0,0.03125,0.75,125.875,41.16038513183594,13535.1083984375
run_b,28,-0.810546875,1.0625,1.0,0.5625,0.0,0.0,0.0,0.0,0.25,98.125,35.43804168701172,13535.1083984375
run_b,29,-6.263671875,0.9375,0.9375,0.46875,0.0,0.0,0.0,0.0625,0.25,144.03125,51.61300277709961,13535.1083984375
run_b,30,1.0810546875,1.375,1.0,0.875,0.0,0.0,0.0,0.0,0.0,99.28125,32.80955123901367,13535.1083984375
run_b,31,-4.9912109375,1.171875,0.96875,0.6875,0.0,0.0,0.0,0.03125,0.5,108.3125,43.314632415771484,13535.1083984375
run_b,32,-1.7099609375,1.28125,1.0,0.78125,0.0,0.0,0.0,0.0,0.5,82.59375,17.305339813232422,13535.1083984375
run_b,33,-0.57421875,1.4375,1.0,0.9375,0.0,0.0,0.0,0.0,0.5,93.90625,24.65027618408203,13535.1083984375
run_b,34,-0.083984375,1.09375,1.0,0.59375,0.0,0.0,0.0,0.0,0.25,104.09375,33.73746871948242,13535.1083984375
run_b,35,1.265625,0.859375,0.96875,0.375,0.0,0.0,0.0,0.03125,0.25,105.5,42.389896392822266,13535.1083984375
run_b,36,-1.828125,1.125,1.0,0.625,0.0,0.0,0.0,0.0,0.5,118.40625,33.05699920654297,13535.1083984375
run_b,37,-1.12109375,1.34375,1.0,0.84375,0.0,0.0,0.0,0.0,0.5,89.1875,24.33428192138672,13535.1083984375
run_b,38,-2.470703125,1.15625,1.0,0.65625,0.0,0.0,0.0,0.0,0.0,110.75,28.501272201538086,13535.1083984375
run_b,39,0.3515625,1.46875,1.0,0.96875,0.0,0.0,0.0,0.0,0.75,93.84375,27.48032569885254,13535.1083984375
run_b,40,1.54296875,0.78125,1.0,0.28125,0.0,0.0,0.0,0.0,0.75,88.96875,22.199222564697266,13535.1083984375
run_b,41,0.103515625,1.46875,1.0,0.96875,0.0,0.0,0.0,0.0,0.75,123.03125,29.871212005615234,13535.1083984375
run_b,42,-1.279296875,1.03125,1.0,0.53125,0.0,0.0,0.0,0.0,0.5,113.34375,48.749267578125,13535.1083984375
run_b,43,1.283203125,1.1875,1.0,0.6875,0.0,0.0,0.0,0.0,0.5,116.34375,19.150691986083984,13535.1083984375
run_b,44,0.1708984375,0.984375,0.96875,0.5,0.0,0.0,0.0,0.03125,0.5,123.46875,33.718936920166016,13535.1083984375
run_b,45,0.529296875,1.03125,1.0,0.53125,0.0,0.0,0.0,0.0,0.5,101.59375,23.906888961791992,13535.1083984375
run_b,46,-0.22265625,1.46875,1.0,0.96875,0.0,0.0,0.0,0.0,0.75,84.3125,14.31993293762207,13535.1083984375
run_b,47,-1.021484375,1.21875,1.0,0.71875,0.0,0.0,0.0,0.0,0.5,95.53125,14.237579345703125,13535.1083984375
run_b,48,-0.79296875,1.0625,1.0,0.5625,0.0,0.0,0.0,0.0,0.25,109.34375,27.999549865722656,13535.1083984375
run_b,49,0.5830078125,1.125,1.0,0.625,0.0,0.0,0.0,0.0,0.5,118.5625,51.55763244628906,13535.1083984375
run_b,50,-1.42578125,1.1875,1.0,0.6875,0.0,0.0,0.0,0.0,0.25,117.8125,37.98084259033203,13535.1083984375
run_b,51,-1.9765625,0.9375,1.0,0.4375,0.0,0.09375,0.0,0.0,0.0,121.53125,30.591991424560547,14560.59521484375
run_b,52,3.2674121856689453,0.96875,1.0,0.46875,0.0,0.03125,104.0,0.0,0.5,110.375,25.532711029052734,14560.59521484375
run_b,53,2.4044189453125,1.0625,1.0,0.5625,0.0,0.03125,38.0,0.0,0.5,103.84375,20.865327835083008,14560.59521484375
run_b,54,-1.739044189453125,1.0625,1.0,0.5625,0.0,0.0,27.0,0.0,0.5,88.46875,15.387435913085938,14560.59521484375
run_b,55,7.26153564453125,1.185546875,0.96875,0.78125,-0.080078125,0.03125,36.0,0.03125,0.5,133.125,51.494285583496094,18350.75439453125
run_b,56,-0.56268310546875,0.99169921875,1.0,0.5,-0.00830078125,0.03125,7.53125,0.0,0.5,113.0,37.229888916015625,18350.75439453125
run_b,57,0.40802001953125,1.25,1.0,0.75,0.0,0.0,6.28125,0.0,0.5,94.15625,26.819719314575195,18350.75439453125
run_b,58,-1.86419677734375,1.1875,1.0,0.6875,0.0,0.09375,13.0,0.0,0.25,126.78125,27.70901107788086,18350.75439453125
run_b,59,-4.11871337890625,0.912109375,0.96875,0.46875,-0.041015625,0.09375,9.0625,0.03125,0.0,114.84375,48.926612854003906,18350.75439453125
run_b,60,-1.579315185546875,1.20361328125,1.0,0.71875,-0.01513671875,0.03125,14.5625,0.0,0.25,107.71875,37.26213455200195,18350.75439453125
run_b,61,-1.99365234375,1.125,1.0,0.625,0.0,0.09375,19.0,0.0,0.0,130.34375,26.98818016052246,18350.75439453125
run_b,62,1.11480712890625,0.90283203125,1.0,0.40625,-0.00341796875,0.0625,16.875,0.0,0.0,143.46875,26.974281311035156,18350.75439453125
run_b,63,-2.1759033203125,1.0810546875,1.0,0.625,-0.0439453125,0.0625,16.375,0.0,0.25,133.1875,42.72978591918945,18350.75439453125
run_b,64,1.1563720703125,1.125,1.0,0.625,0.0,0.0625,17.75,0.0,0.25,99.84375,22.32329750061035,18350.75439453125
run_b,65,-1.2454833984375,1.1474609375,1.0,0.71875,-0.0712890625,0.09375,22.625,0.0,0.25,164.53125,37.03440856933594,18350.75439453125
run_b,66,1.18658447265625,0.77734375,1.0,0.28125,-0.00390625,0.0,17.75,0.0,0.25,126.59375,32.806236267089844,18350.75439453125
run_b,67,-0.1348876953125,1.013671875,1.0,0.53125,-0.017578125,0.09375,16.375,0.0,0.5,130.28125,35.780906677246094,18350.75439453125
run_b,68,0.87725830078125,1.3125,1.0,0.8125,0.0,0.0,10.25,0.0,0.5,96.625,26.690279006958008,18350.75439453125
run_b,69,-0.38037109375,0.974609375,1.0,0.53125,-0.056640625,0.0,11.5625,0.0,0.5,110.75,53.91809844970703,18350.75439453125
run_b,70,1.555419921875,1.28125,1.0,0.78125,0.0,0.03125,44.75,0.0,0.75,103.34375,18.05655860900879,18350.75439453125
run_b,71,-1.634124755859375,1.25,1.0,0.75,0.0,0.09375,13.9375,0.0,0.0,113.875,18.538103103637695,18350.75439453125
run_b,72,-0.31854248046875,1.03125,1.0,0.53125,0.0,0.0,11.25,0.0,0.25,107.34375,21.39883804321289,18350.75439453125
run_b,73,-0.6884765625,1.3115234375,1.0,0.8125,-0.0009765625,0.0625,14.0,0.0,0.5,125.71875,28.58291244506836,18350.75439453125
run_b,74,-0.62493896484375,0.875,1.0,0.375,0.0,0.03125,17.125,0.0,0.5,111.09375,30.026182174682617,18350.75439453125
run_b,75,0.685272216796875,0.8115234375,1.0,0.40625,-0.0947265625,0.0,23.25,0.0,0.25,142.1875,51.2561149597168,18350.75439453125
run_b,76,-0.4183349609375,1.3125,1.0,0.8125,0.0,0.0,19.75,0.0,0.5,116.0,16.552946090698242,18350.75439453125
run_b,77,1.915771484375,0.6875,1.0,0.1875,0.0,0.0,21.875,0.0,0.75,110.6875,25.7186222076416,18350.75439453125
run_b,78,0.9598388671875,1.0,1.0,0.5,0.0,0.0,19.25,0.0,1.0,91.25,18.765100479125977,18350.75439453125
run_b,79,0.59466552734375,0.83203125,1.0,0.34375,-0.01171875,0.03125,26.25,0.0,0.5,113.75,36.87905502319336,18350.75439453125
run_b,80,0.78973388671875,1.46875,1.0,0.96875,0.0,0.0,14.375,0.0,0.75,93.90625,16.256729125976562,18350.75439453125
run_b,81,2.80950927734375,1.21875,1.0,0.71875,0.0,0.0,60.75,0.0,0.75,114.0,33.3195686340332,18350.75439453125
run_b,82,1.0545654296875,1.40625,1.0,0.90625,0.0,0.0,15.1875,0.0,0.75,99.4375,23.16133689880371,18350.75439453125
run_b,83,18.7672119140625,1.34375,0.9375,0.875,0.0,0.0625,410.0,0.0625,0.25,99.90625,23.489681243896484,18350.75439453125
run_b,84,2.943115234375,0.96875,1.0,0.46875,0.0,0.03125,74.0,0.0,0.25,107.3125,25.280921936035156,18350.75439453125
run_b,85,-0.52734375,1.05859375,1.0,0.5625,-0.00390625,0.0,24.375,0.0,0.25,109.0625,31.119890213012695,18350.75439453125
run_b,86,2.0311279296875,1.09375,1.0,0.59375,0.0,0.0,43.75,0.0,0.75,111.0,30.77284049987793,18350.75439453125
run_b,87,1.546173095703125,1.26513671875,0.96875,0.78125,-0.00048828125,0.03125,12.1875,0.03125,0.5,104.40625,34.538299560546875,18350.75439453125
run_b,88,2.625244140625,1.09375,1.0,0.59375,0.0,0.0,35.0,0.0,0.0,104.3125,26.126785278320312,18350.75439453125
run_b,89,-2.93096923828125,1.296875,0.96875,0.8125,0.0,0.0,17.5,0.03125,0.25,95.1875,24.723552703857422,18350.75439453125
run_b,90,3.06011962890625,0.796875,0.96875,0.3125,0.0,0.0,54.5,0.03125,0.5,86.9375,23.108352661132812,18350.75439453125
run_b,91,-2.643310546875,1.265625,0.90625,0.8125,0.0,0.0,33.25,0.09375,0.5,123.09375,26.60506820678711,18350.75439453125
run_b,92,4.03643798828125,0.9501953125,0.96875,0.5625,-0.0966796875,0.09375,25.75,0.03125,0.25,127.0625,64.95355224609375,18350.75439453125
run_b,93,-1.71563720703125,1.171875,0.90625,0.71875,0.0,0.03125,15.25,0.09375,0.0,122.75,19.501861572265625,18350.75439453125
run_b,94,1.69537353515625,0.96337890625,1.0,0.5,-0.03662109375,0.03125,16.625,0.0,0.25,126.90625,41.58966827392578,18350.75439453125
run_b,95,0.5556640625,0.95068359375,1.0,0.46875,-0.01806640625,0.03125,20.5,0.0,0.0,113.28125,35.661705017089844,18350.75439453125
run_b,96,-0.52874755859375,1.375,1.0,0.875,0.0,0.0,21.25,0.0,0.5,89.0625,14.50681209564209,18350.75439453125
run_b,97,0.3966064453125,1.359375,0.96875,0.875,0.0,0.0,13.5625,0.03125,0.75,97.0625,15.12728214263916,18350.75439453125
run_b,98,2.3255615234375,1.28125,1.0,0.78125,0.0,0.03125,23.375,0.0,0.5,119.53125,24.26597785949707,18350.75439453125
run_b,99,1.3855743408203125,1.26318359375,1.0,0.78125,-0.01806640625,0.0625,17.375,0.0,0.25,123.6875,44.618408203125,18350.75439453125
run_b,100,-1.40875244140625,0.98046875,0.96875,0.5,-0.00390625,0.03125,30.125,0.03125,0.0,123.65625,38.467926025390625,18350.75439453125
